,symbol,stock,side,qty,cost basis,amount,fee,created date,date,current_status,batch_number,batch_dateopen,batch_dateclosed,batch_lot,qty_buys,qty_sells,qty_net,amount_buys,amount_sells,amount_net,CB_batch,CB_effective,SB_avg,p&l_batch,p&l_ticker,p&l ticker,p&l_line
494,CFLT,Confluent,buy,0.125439,79.72,10.0,0.0,11/24/2021,11/24/2021,Active,1.0,11/24/2021,n/a,2.0,0.463974,0.0,0.463974,35.0,0.0,35.0,75.43700041381628,75.43526145861621,0.0,0.0,,0.0,0.0
495,MTTR,Matterport,buy,0.353731,28.27,10.0,0.0,11/24/2021,11/24/2021,Active,2.0,11/24/2021,n/a,3.0,1.678819,0.0,1.678819,45.0,0.0,45.0,26.804168412437555,26.804557251258174,0.0,0.0,,13.648111040000005,0.0
496,SOFI,SoFi Technologies,buy,0.540394,18.51,10.0,0.0,11/24/2021,11/24/2021,Active,1.0,11/24/2021,n/a,3.0,2.51053,0.0,2.51053,45.0,0.0,45.0,17.926649348942256,17.924501997586166,0.0,0.0,,0.0,0.0
497,DOCS,Doximity,buy,0.16668,60.0,10.0,0.0,11/24/2021,11/24/2021,Active,1.0,11/12/2021,n/a,2.0,0.8306020000000001,0.0,0.8306020000000001,60.0,0.0,60.0,72.23768522108061,72.23676321511385,0.0,0.0,,0.0,0.0
498,MSFT,Microsoft,sell,0.296757,336.98,100.0,0.0,11/24/2021,11/24/2021,Active,1.0,11/1/2021,n/a,2.0,0.598839,0.296757,0.302082,200.0,100.0,100.0,333.9817606234731,331.0359438827868,336.98,0.8897485226599923,,0.8897485226599923,0.8897485226599923
499,FB,Meta Platforms,buy,0.146606,341.05,50.0,0.0,11/24/2021,11/24/2021,Active,2.0,11/24/2021,n/a,1.0,0.146606,0.0,0.146606,50.0,0.0,50.0,341.05,341.05,0.0,0.0,,12.976045229999988,0.0
500,UPWK,Upwork,buy,1.0,38.11,38.11,0.0,11/24/2021,11/24/2021,Active,2.0,10/29/2021,n/a,2.0,5.0,2.0,3.0,230.11,96.0,134.11,44.70333333333334,44.70333333333334,48.0,0.0,,10.976132309999993,0.0
501,ETSY,Etsy,buy,0.081953,305.05,25.0,0.0,11/25/2021,11/26/2021,Active,1.0,5/25/2021,n/a,5.0,0.8492959999999998,0.0,0.8492959999999998,184.0,0.0,184.0,216.64974321084762,216.65002543282912,0.0,0.0,,0.0,0.0
502,SI,Silvergate Capital,buy,0.124977,200.04,25.0,0.0,11/25/2021,11/26/2021,Active,1.0,11/26/2021,n/a,1.0,0.124977,0.0,0.124977,25.0,0.0,25.0,200.04,200.04,0.0,0.0,0.0,,
503,AXON,Axon,sell,0.790125,179.53,141.85,0.0,11/29/2021,11/29/2021,Inactive,1.0,8/12/2021,11/29/2021,6.0,1.56822,1.56822,0.0,276.0,281.85,-5.849999999999994,175.99670215275918,172.12466381901598,179.72846577648542,5.852226349999999,,5.852226349999999,2.7917469615511505
504,PUBM,PubMatic,buy,1.199616,41.68,50.0,0.0,11/30/2021,11/30/2021,Active,3.0,11/24/2021,n/a,2.0,1.453552,0.0,1.453552,60.0,0.0,60.0,41.27818926326682,41.27819300582298,0.0,0.0,,41.35401678000001,0.0
505,UPWK,Upwork,buy,0.524658,38.12,20.0,0.0,11/30/2021,11/30/2021,Active,2.0,10/29/2021,n/a,3.0,5.524658,2.0,3.524658,250.11,96.0,154.11,43.72338052656457,43.72339103538556,48.0,0.0,,10.976132309999993,0.0
506,CFLT,Confluent,buy,0.588131,85.02,50.0,0.0,11/30/2021,11/30/2021,Active,1.0,11/24/2021,n/a,3.0,1.052105,0.0,1.052105,85.0,0.0,85.0,80.79393639418117,80.7904154053065,0.0,0.0,,0.0,0.0
507,MTTR,Matterport,buy,0.739207,33.82,25.0,0.0,11/30/2021,11/30/2021,Active,2.0,11/24/2021,n/a,4.0,2.4180260000000002,0.0,2.4180260000000002,70.0,0.0,70.0,28.948955863171033,28.949233796493502,0.0,0.0,,13.648111040000005,0.0
508,U,Unity Software,sell,0.292971,170.67,50.0,0.0,11/30/2021,11/30/2021,Active,1.0,11/9/2021,n/a,2.0,0.733698,0.292971,0.440727,125.0,50.0,75.0,170.36957201736956,170.17337263203754,170.67,0.08801668649921798,,0.08801668649921798,0.08801668649921798
509,MTTR,Matterport,buy,0.87822,34.16,30.0,0.0,11/30/2021,11/30/2021,Active,2.0,11/24/2021,n/a,5.0,3.296246,0.0,3.296246,100.0,0.0,100.0,30.337336215197535,30.337541554847544,0.0,0.0,,13.648111040000005,0.0
510,BLK,BlackRock,sell,0.010729,918.07,9.85,0.0,11/30/2021,11/30/2021,Inactive,1.0,11/24/2021,11/30/2021,1.0,0.010729,0.010729,0.0,10.0,9.85,0.15000000000000036,932.05,932.05,918.07,-0.149991419999999,,-0.149991419999999,-0.149991419999999
511,KEY,KeyBank,buy,1.107419,22.58,25.0,0.0,11/30/2021,11/30/2021,Active,2.0,11/30/2021,n/a,1.0,1.107419,0.0,1.107419,25.0,0.0,25.0,22.58,22.58,0.0,0.0,,-2.0828757800000037,0.0
512,DMTK,DermTech,sell,0.605275,19.26,11.66,0.0,11/30/2021,11/30/2021,Inactive,1.0,9/15/2021,11/30/2021,2.0,0.605275,0.605275,0.0,21.0,11.66,9.34,34.694880376688275,34.69497335921688,19.26,-9.342347219999995,,-9.342347219999995,-9.342347219999995
513,CRMT,America's Car-Mart,sell,0.122906,97.8,12.02,0.0,11/30/2021,11/30/2021,Inactive,1.0,8/13/2021,11/30/2021,1.0,0.122906,0.122906,0.0,20.0,12.02,7.98,162.73,162.73,97.8,-7.98028658,,-7.98028658,-7.98028658
514,LC,Lending Club,buy,0.151768,32.95,5.0,0.0,11/30/2021,11/30/2021,Active,2.0,11/24/2021,n/a,3.0,0.689464,0.0,0.689464,25.0,0.0,25.0,36.26303325481825,36.260051286216544,0.0,0.0,,-0.26034294000000013,0.0
515,SI,Silvergate Capital,buy,0.024562,203.57,5.0,0.0,11/30/2021,11/30/2021,Active,1.0,11/26/2021,n/a,2.0,0.149539,0.0,0.149539,30.0,0.0,30.0,200.61980767558964,200.61656156587912,0.0,0.0,,0.0,0.0
516,SI,Silvergate Capital,buy,0.048958,204.26,10.0,0.0,11/30/2021,11/30/2021,Active,1.0,11/26/2021,n/a,3.0,0.198497,0.0,0.198497,40.0,0.0,40.0,201.5176375461594,201.51438056998342,0.0,0.0,,0.0,0.0
517,SI,Silvergate Capital,buy,0.121524,205.72,25.0,0.0,11/30/2021,11/30/2021,Active,1.0,11/26/2021,n/a,4.0,0.320021,0.0,0.320021,65.0,0.0,65.0,203.11343249349258,203.11167079660396,0.0,0.0,,0.0,0.0
518,MTTR,Matterport,buy,0.762892,32.77,25.0,0.0,11/30/2021,11/30/2021,Active,2.0,11/24/2021,n/a,6.0,4.059138,0.0,4.059138,125.0,0.0,125.0,30.79454159725538,30.79471552827226,0.0,0.0,,13.648111040000005,0.0
519,CFLT,Confluent,buy,0.318207,78.57,25.0,0.0,11/30/2021,11/30/2021,Active,1.0,11/24/2021,n/a,4.0,1.3703120000000002,0.0,1.3703120000000002,110.0,0.0,110.0,80.27750500615916,80.27368949553093,0.0,0.0,,0.0,0.0
520,SOFI,SoFi Technologies,buy,1.413627,17.69,25.0,0.0,11/30/2021,11/30/2021,Active,1.0,11/24/2021,n/a,4.0,3.924157,0.0,3.924157,70.0,0.0,70.0,17.84139947000082,17.838226146405457,0.0,0.0,,0.0,0.0
521,AFRM,Affirm,buy,0.079117,126.4,10.0,0.0,11/30/2021,11/30/2021,Active,1.0,11/22/2021,n/a,3.0,0.66762,0.0,0.66762,85.0,0.0,85.0,127.31967646265839,127.317935352446,0.0,0.0,,0.0,0.0
522,COIN,Coinbase,buy,0.031379,318.68,10.0,0.0,11/30/2021,11/30/2021,Active,3.0,11/24/2021,n/a,2.0,0.063864,0.0,0.063864,20.0,0.0,20.0,313.1610495740949,313.1654766378554,0.0,0.0,,-0.2695022099999991,0.0
523,LUV,Southwest Airlines,sell,1.12956,44.27,50.0,0.0,11/30/2021,11/30/2021,Active,1.0,10/14/2021,n/a,3.0,3.5121020000000005,1.12956,2.382542000000001,175.0,50.0,125.0,49.83049570883761,52.46497228590302,44.27,-6.280913532874607,,-6.280913532874607,-6.280913532874607
524,BX,Blackstone,buy,0.104193,143.96,15.0,0.0,12/1/2021,12/1/2021,Active,1.0,12/1/2021,n/a,1.0,0.104193,0.0,0.104193,15.0,0.0,15.0,143.96,143.96,0.0,0.0,0.0,,
525,BASE,Couchbase,buy,1.471343,33.98,50.0,0.0,12/1/2021,12/1/2021,Active,1.0,12/1/2021,n/a,1.0,1.471343,0.0,1.471343,50.0,0.0,50.0,33.98,33.98,0.0,0.0,0.0,,
526,PUBM,PubMatic,buy,0.373945,40.11,15.0,0.0,12/1/2021,12/1/2021,Active,3.0,11/24/2021,n/a,3.0,1.827497,0.0,1.827497,75.0,0.0,75.0,41.03915273732324,41.03973905292321,0.0,0.0,,41.35401678000001,0.0
527,AFRM,Affirm,buy,0.195881,127.63,25.0,0.0,12/1/2021,12/1/2021,Active,1.0,11/22/2021,n/a,4.0,0.863501,0.0,0.863501,110.0,0.0,110.0,127.39007184705055,127.3883875062102,0.0,0.0,,0.0,0.0
528,CFLT,Confluent,buy,0.619809,80.67,50.0,0.0,12/1/2021,12/1/2021,Active,1.0,11/24/2021,n/a,5.0,1.9901210000000003,0.0,1.9901210000000003,160.0,0.0,160.0,80.3997447743127,80.39712158205455,0.0,0.0,,0.0,0.0
529,COIN,Coinbase,buy,0.062766,318.64,20.0,0.0,12/1/2021,12/1/2021,Active,3.0,11/24/2021,n/a,3.0,0.12663000000000002,0.0,0.12663000000000002,40.0,0.0,40.0,315.87677098633804,315.8809128958382,0.0,0.0,,-0.2695022099999991,0.0
530,MTTR,Matterport,buy,0.751201,33.28,25.0,0.0,12/1/2021,12/1/2021,Active,2.0,11/24/2021,n/a,7.0,4.810339,0.0,4.810339,150.0,0.0,150.0,31.182680320451436,31.182833475977475,0.0,0.0,,13.648111040000005,0.0
531,ZTS,Zoetis,buy,0.000136,220.59,0.03,0.0,12/1/2021,12/2/2021,Active,1.0,10/19/2021,n/a,2.0,0.122538,0.0,0.122538,25.03,0.0,25.03,204.268135109109,204.2631673440076,0.0,0.0,,0.0,0.0
532,ATVI,Activision Blizzard,sell,0.871492,57.37,50.0,0.0,12/3/2021,12/3/2021,Active,1.0,5/25/2021,n/a,2.0,2.0,0.871492,1.128508,190.63,50.0,140.63,95.315,124.61586448656101,57.37,-33.068763940000004,,-33.068763940000004,-33.068763940000004
533,BLIN,Bridgeline Digital,sell,10.319911,2.42,24.99,0.0,12/3/2021,12/3/2021,Inactive,2.0,7/26/2021,12/3/2021,2.0,18.319910999999998,18.319910999999998,-1.7763568394002505e-15,100.0,68.77,31.23,5.459369643771741,5.447721399922927,3.7518841996557737,-31.280981370000006,,-18.63441578,-31.366024219826073
534,DIS,Disney,sell,0.390032,146.24,57.04,0.0,12/3/2021,12/3/2021,Inactive,1.0,7/22/2021,12/3/2021,2.0,0.390032,0.390032,0.0,70.0,57.04,12.96,179.46994282520407,179.47245354227346,146.24,-12.960741059999991,,-12.960741059999991,-12.960741059999991
535,UBS,UBS,buy,1.40845,17.75,25.0,0.0,12/6/2021,12/6/2021,Active,1.0,12/6/2021,n/a,1.0,1.40845,0.0,1.40845,25.0,0.0,25.0,17.75,17.75,0.0,0.0,0.0,,
536,PAC,Grupo Aeroportuario del Pacific,buy,0.166763,119.93,20.0,0.0,12/6/2021,12/6/2021,Active,2.0,12/6/2021,n/a,1.0,0.166763,0.0,0.166763,20.0,0.0,20.0,119.93,119.93,0.0,0.0,,15.46504816,0.0
537,ACN,Accenture,buy,0.069067,361.97,25.0,0.0,12/6/2021,12/6/2021,Active,1.0,12/6/2021,n/a,1.0,0.069067,0.0,0.069067,25.0,0.0,25.0,361.97,361.97,0.0,0.0,0.0,,
538,MRVL,Marvell Technology,buy,0.239639,83.46,20.0,0.0,12/6/2021,12/6/2021,Active,1.0,12/6/2021,n/a,1.0,0.239639,0.0,0.239639,20.0,0.0,20.0,83.46,83.46,0.0,0.0,0.0,,
539,COST,Costco,buy,0.04697,532.25,25.0,0.0,12/6/2021,12/6/2021,Active,1.0,12/6/2021,n/a,1.0,0.04697,0.0,0.04697,25.0,0.0,25.0,532.25,532.25,0.0,0.0,0.0,,
540,F,Ford Motor,buy,0.777806,19.29,15.0,0.0,12/6/2021,12/6/2021,Active,2.0,12/6/2021,n/a,1.0,0.777806,0.0,0.777806,15.0,0.0,15.0,19.29,19.29,0.0,0.0,,3.2742003199999985,0.0
541,RKT,Rocket Companies,sell,4.034393,16.07,64.85,0.0,12/6/2021,12/6/2021,Inactive,1.0,3/3/2021,12/6/2021,3.0,4.034393,4.034393,0.0,131.01,64.85,66.16,32.474565720295466,32.47328656380278,16.07,-66.18246510999998,,-66.18246510999998,-66.18246510999998
542,ROKU,Roku,sell,0.869044,208.45,181.15,0.0,12/6/2021,12/6/2021,Inactive,1.0,8/26/2021,12/6/2021,8.0,0.8690439999999999,0.869044,-1.1102230246251565e-16,289.0,181.15,107.85,332.54988506911053,332.54933006844306,208.45,-107.84826052000011,,-107.84826052000011,-107.84826052000011
543,XOS,Xos,sell,3.0,3.5,10.49,0.0,12/6/2021,12/6/2021,,,,,,,,,,,,,,,,,,
544,DOCU,DocuSign,sell,0.601784,141.84,85.36,0.0,12/6/2021,12/6/2021,Inactive,1.0,7/21/2021,12/6/2021,5.0,0.601784,0.601784,0.0,164.0,85.36,78.64,272.52588825891013,272.523031519615,141.84,-78.64467657999997,,-78.64467657999997,-78.64467657999997
545,APPH,AppHarvest,sell,22.586224,5.06,114.29,0.0,12/6/2021,12/6/2021,Inactive,1.0,5/20/2021,12/6/2021,6.0,22.586224,22.586224,0.0,203.9,114.29,89.61,9.027968903080037,9.027626751598673,5.06,-89.62143447000003,,-89.62143447000003,-89.62143447000003
546,ATVI,Activision Blizzard,sell,1.128508,58.04,65.5,0.0,12/6/2021,12/6/2021,Inactive,1.0,5/25/2021,12/6/2021,2.0,2.0,2.0,0.0,190.63,115.5,75.13,95.315,124.61586448656101,57.74805018,-75.13389964000001,,-75.13389964000001,-42.0651357
547,MELI,MercadoLibre,sell,0.641586,1104.92,708.9,0.01,12/6/2021,12/6/2021,Inactive,1.0,3/24/2021,12/6/2021,3.0,0.705099,0.705099,0.0,1000.0,808.9,191.10000000000002,1418.2429695829946,1402.7737512975657,1147.216421183408,-191.1005482499999,,-191.1005482499999,-201.02363076287514
548,UPST,Upstart,sell,0.048211,175.69,8.47,0.0,12/6/2021,12/6/2021,Inactive,2.0,11/24/2021,12/6/2021,1.0,0.048211,0.048211,0.0,10.0,8.47,1.5299999999999994,207.42,207.42,175.69,-1.5297350299999994,,-47.84706973000001,-1.5297350299999994
549,CRWD,CrowdStrike Holdings,sell,1.158137,195.52,226.44,0.0,12/6/2021,12/6/2021,Inactive,1.0,6/2/2021,12/6/2021,3.0,1.158137,1.158137,0.0,300.0,226.44,73.56,259.03775261475977,259.03671154621605,195.52,-73.56225946000002,,-73.56225946000002,-73.56225946000002
550,UPWK,Upwork,sell,3.524658,36.02,126.95,0.0,12/6/2021,12/6/2021,Inactive,2.0,10/29/2021,12/6/2021,3.0,5.524658,5.5246580000000005,0.0,250.11,222.95,27.16000000000001,43.72338052656457,43.72339103538556,40.35692004102335,-27.15178180000001,,-16.175649490000016,-27.15178180000001
551,LMND,Lemonade,sell,4.501239,44.56,200.58,0.0,12/6/2021,12/6/2021,Inactive,1.0,11/9/2021,12/6/2021,4.0,4.501239,4.501239,0.0,275.0,200.58,74.41999999999999,61.09507891938197,61.09428981664826,44.56,-74.42834209999997,,-74.42834209999997,-74.42834209999997
552,ZG,Zillow Class A,sell,1.0,60.42,60.42,0.0,12/6/2021,12/6/2021,Inactive,1.0,4/28/2021,12/6/2021,1.0,1.0,1.0,0.0,136.85,60.42,76.42999999999999,136.85,136.85,60.42,-76.42999999999999,,-76.42999999999999,-76.42999999999999
553,PLTR,Palantir Technologies,sell,14.068869,18.85,265.13,0.0,12/6/2021,12/6/2021,Inactive,1.0,8/9/2021,12/6/2021,8.0,14.068869,14.068869,0.0,348.04,265.13,82.91000000000003,24.74029185928165,24.73830696696373,18.849999999999998,-82.86974453999996,,-82.86974453999996,-82.86974453999996
554,SE,Sea Limited,sell,1.303261,246.81,321.66,0.0,12/6/2021,12/6/2021,Inactive,1.0,5/21/2021,12/6/2021,8.0,2.3032610000000004,2.303261,0.0,681.06,681.6600000000001,-0.6000000000000227,331.9523155158886,246.35126808828008,295.9533667309089,0.5983802699999927,,0.5983802699999927,-110.96265926155247
555,SYNA,Synaptics,buy,0.354949,281.73,100.0,0.0,12/6/2021,12/6/2021,Active,1.0,10/28/2021,n/a,4.0,1.3642089999999998,0.0,1.3642089999999998,320.0,0.0,320.0,234.5680539712024,234.56816367580043,0.0,0.0,,0.0,0.0
556,ZI,ZoomInfo Technologies,buy,0.83257,60.06,50.0,0.0,12/6/2021,12/6/2021,Active,1.0,5/25/2021,n/a,5.0,4.214028000000001,3.0,1.2140280000000003,253.25,222.3,30.94999999999999,60.07472382821262,25.493645945563017,74.1,41.979419859717325,,41.979419859717325,0.0
557,QRVO,Qorvo,buy,0.327223,152.8,50.0,0.0,12/6/2021,12/6/2021,Active,1.0,6/29/2021,n/a,2.0,0.724132,0.0,0.724132,125.0,0.0,125.0,172.6199077516254,172.62046146282722,0.0,0.0,,0.0,0.0
558,AMTB,Amerant Bancorp,buy,1.625417,30.76,50.0,0.0,12/6/2021,12/6/2021,Active,1.0,11/24/2021,n/a,2.0,1.9515209999999998,0.0,1.9515209999999998,60.0,0.0,60.0,30.744960776747988,30.745249474640552,0.0,0.0,,0.0,0.0
559,BX,Blackstone,buy,0.74074,135.0,100.0,0.0,12/6/2021,12/6/2021,Active,1.0,12/1/2021,n/a,2.0,0.8449329999999999,0.0,0.8449329999999999,115.0,0.0,115.0,136.1049033236955,136.1054663505864,0.0,0.0,,0.0,0.0
560,DOCS,Doximity,buy,0.833377,60.0,50.0,0.0,12/6/2021,12/7/2021,Active,1.0,11/12/2021,n/a,3.0,1.663979,0.0,1.663979,110.0,0.0,110.0,66.10863828209371,66.10660350881831,0.0,0.0,,0.0,0.0
561,BX,Blackstone,buy,1.450852,137.85,200.0,0.0,12/7/2021,12/7/2021,Active,1.0,12/1/2021,n/a,3.0,2.295785,0.0,2.295785,315.0,0.0,315.0,137.20774048092483,137.207970258539,0.0,0.0,,0.0,0.0
562,PAC,Grupo Aeroportuario del Pacific,buy,1.250625,119.94,150.0,0.0,12/7/2021,12/7/2021,Active,2.0,12/6/2021,n/a,2.0,1.417388,0.0,1.417388,170.0,0.0,170.0,119.9388234484841,119.93892991897772,0.0,0.0,,15.46504816,0.0
563,ZS,Zscaler,buy,0.34965,286.0,100.0,0.0,12/7/2021,12/7/2021,Active,1.0,10/27/2021,n/a,5.0,1.4097790000000001,0.0,1.4097790000000001,450.0,0.0,450.0,319.19991651173694,319.1989666465453,0.0,0.0,,0.0,0.0
564,LCID,Lucid Group,buy,1.076194,46.46,50.0,0.0,12/7/2021,12/7/2021,Active,2.0,11/24/2021,n/a,2.0,1.2697120000000002,0.0,1.2697120000000002,60.0,0.0,60.0,47.254060999659764,47.254810539712935,0.0,0.0,,14.91000000000001,0.0
565,MTTR,Matterport,buy,3.892565,25.69,100.0,0.0,12/7/2021,12/7/2021,Active,2.0,11/24/2021,n/a,8.0,8.702904,0.0,8.702904,250.0,0.0,250.0,28.725958383546462,28.726043628655447,0.0,0.0,,13.648111040000005,0.0
566,PI,Impinj,buy,2.586318,77.33,200.0,0.0,12/7/2021,12/7/2021,Active,2.0,11/24/2021,n/a,2.0,2.6513329999999997,0.0,2.6513329999999997,205.0,0.0,205.0,77.3197009164824,77.3195973497105,0.0,0.0,,41.20917489,0.0
567,AMTB,Amerant Bancorp,buy,4.820051,31.12,150.0,0.0,12/7/2021,12/7/2021,Active,1.0,11/24/2021,n/a,3.0,6.771572,0.0,6.771572,210.0,0.0,210.0,31.011916246330987,31.012001349169736,0.0,0.0,,0.0,0.0
568,ZI,ZoomInfo Technologies,buy,1.607941,62.19,100.0,0.0,12/7/2021,12/7/2021,Active,1.0,5/25/2021,n/a,6.0,5.821969000000001,3.0,2.821969,353.25,222.3,130.95,61.279995495952406,46.40376985005859,74.1,41.979419859717325,,41.979419859717325,0.0
569,NVDA,NVIDIA,buy,0.161446,309.7,50.0,0.0,12/7/2021,12/7/2021,Active,1.0,10/21/2021,n/a,4.0,1.097677,0.595968,0.5017090000000001,275.0,180.0,95.0,262.6489186996221,189.35279215640938,302.03148180774804,36.775448171868696,,36.775448171868696,0.0
570,AFRM,Affirm,buy,0.429969,116.29,50.0,0.0,12/7/2021,12/7/2021,Active,1.0,11/22/2021,n/a,5.0,1.29347,0.0,1.29347,160.0,0.0,160.0,123.70024000556643,123.69826899734822,0.0,0.0,,0.0,0.0
571,COST,Costco,buy,0.185787,538.25,100.0,0.0,12/7/2021,12/7/2021,Active,1.0,12/6/2021,n/a,2.0,0.232757,0.0,0.232757,125.0,0.0,125.0,537.0392093470873,537.0407764320729,0.0,0.0,,0.0,0.0
572,CFLT,Confluent,buy,1.396978,71.58,100.0,0.0,12/7/2021,12/7/2021,Active,1.0,11/24/2021,n/a,6.0,3.387099,0.0,3.387099,260.0,0.0,260.0,76.76212171832,76.7618543184005,0.0,0.0,,0.0,0.0
573,MRVL,Marvell Technology,buy,0.571167,87.54,50.0,0.0,12/7/2021,12/7/2021,Active,1.0,12/6/2021,n/a,2.0,0.8108059999999999,0.0,0.8108059999999999,70.0,0.0,70.0,86.33412939716776,86.33384558081713,0.0,0.0,,0.0,0.0
574,SI,Silvergate Capital,buy,0.317198,157.63,50.0,0.0,12/7/2021,12/7/2021,Active,1.0,11/26/2021,n/a,5.0,0.637219,0.0,0.637219,115.0,0.0,115.0,180.47246632633363,180.47170595980347,0.0,0.0,,0.0,0.0
575,NET,Cloudflare,buy,0.637999,156.74,100.0,0.0,12/7/2021,12/7/2021,Active,2.0,11/22/2021,n/a,3.0,1.2226279999999998,0.0,1.2226279999999998,210.0,0.0,210.0,171.76299233290914,171.76115711402,0.0,0.0,,84.99983085999999,0.0
576,ESTC,Elastic N.V.,buy,1.70984,116.97,200.0,0.0,12/7/2021,12/7/2021,Active,1.0,9/8/2021,n/a,3.0,2.1793810000000002,0.0,2.1793810000000002,275.0,0.0,275.0,126.18232966149559,126.1826179084795,0.0,0.0,,0.0,0.0
577,SNOW,Snowflake,buy,0.13657,366.11,50.0,0.0,12/7/2021,12/7/2021,Active,1.0,5/25/2021,n/a,4.0,0.588155,0.0,0.588155,180.0,0.0,180.0,306.0428271289031,306.04177470224687,0.0,0.0,,0.0,0.0
578,V,Visa,buy,0.00183,207.65,0.38,0.0,12/7/2021,12/8/2021,Active,1.0,7/7/2021,n/a,3.0,1.003219,0.0,1.003219,240.95999999999998,0.0,240.95999999999998,240.18683589525315,240.1868385666539,0.0,0.0,,0.0,0.0
579,ZTS,Zoetis,buy,0.217684,229.69,50.0,0.0,12/8/2021,12/8/2021,Active,1.0,10/19/2021,n/a,3.0,0.34022199999999997,0.0,0.34022199999999997,75.03,0.0,75.03,220.53378882024091,220.53247585400123,0.0,0.0,,0.0,0.0
580,LC,Lending Club,buy,0.315258,31.72,10.0,0.0,12/8/2021,12/8/2021,Active,2.0,11/24/2021,n/a,4.0,1.004722,0.0,1.004722,35.0,0.0,35.0,34.83753687089564,34.835506737187,0.0,0.0,,-0.26034294000000013,0.0
581,TSCO,Tractor Supply,buy,0.002077,235.92,0.49,0.0,12/8/2021,12/9/2021,Active,1.0,10/26/2021,n/a,4.0,0.946149,0.0,0.946149,200.49,0.0,200.49,211.90075691038092,211.9010853470225,0.0,0.0,,0.0,0.0
582,ACN,Accenture,buy,0.053636,372.88,20.0,0.0,12/8/2021,12/9/2021,Active,1.0,12/6/2021,n/a,2.0,0.122703,0.0,0.122703,45.0,0.0,45.0,366.7389849473933,366.7391995305738,0.0,0.0,,0.0,0.0
583,SPLK,Splunk,buy,0.169117,118.26,20.0,0.0,12/8/2021,12/9/2021,Active,1.0,6/23/2021,n/a,6.0,1.3688819999999997,0.0,1.3688819999999997,190.0,0.0,190.0,138.7985694749438,138.79939980217435,0.0,0.0,,0.0,0.0
584,UBS,UBS,buy,2.788622,17.93,50.0,0.0,12/9/2021,12/9/2021,Active,1.0,12/6/2021,n/a,2.0,4.197072,0.0,4.197072,75.0,0.0,75.0,17.869595746749162,17.86960052150642,0.0,0.0,,0.0,0.0
585,MRVL,Marvell Technology,buy,0.273268,91.49,25.0,0.0,12/9/2021,12/9/2021,Active,1.0,12/6/2021,n/a,3.0,1.084074,0.0,1.084074,95.0,0.0,95.0,87.63379570029352,87.63239409855785,0.0,0.0,,0.0,0.0
586,KEY,KeyBank,buy,1.079214,23.17,25.0,0.0,12/9/2021,12/9/2021,Active,2.0,11/30/2021,n/a,2.0,2.1866329999999996,0.0,2.1866329999999996,50.0,0.0,50.0,22.871194846140163,22.86620571444774,0.0,0.0,,-2.0828757800000037,0.0
587,LULU,Lululemon,buy,0.048225,414.72,20.0,0.0,12/9/2021,12/9/2021,Active,1.0,6/17/2021,n/a,7.0,0.44150800000000007,0.0,0.44150800000000007,180.0,0.0,180.0,407.6935190528824,407.69363182547085,0.0,0.0,,0.0,0.0
588,MSFT,Microsoft,buy,0.001103,335.45,0.37,0.0,12/9/2021,12/10/2021,Active,1.0,11/1/2021,n/a,3.0,0.599942,0.296757,0.30318500000000004,200.37,100.0,100.37,333.9871021411349,331.05199795504393,336.98,0.8897485226599923,,0.8897485226599923,0.0
589,S,SentinelOne,buy,0.522012,47.89,25.0,0.0,12/10/2021,12/10/2021,Active,1.0,12/10/2021,n/a,1.0,0.522012,0.0,0.522012,25.0,0.0,25.0,47.89,47.89,0.0,0.0,0.0,,
590,TWLO,Twilio,sell,0.416127,264.34,110.0,0.0,12/12/2021,12/13/2021,Active,2.0,11/2/2021,n/a,2.0,1.704209,0.416127,1.2880820000000002,497.41,110.0,387.41,291.87288536206535,300.7650134075315,264.34,-11.457176987060178,,-8.836938307060175,-11.457176987060178
591,BLND,Blend Labs,sell,6.57438,8.14,53.5,0.0,12/12/2021,12/13/2021,Inactive,1.0,8/5/2021,12/13/2021,4.0,6.57438,6.57438,0.0,109.65,53.5,56.150000000000006,16.680025576556268,16.678378797696514,8.14,-56.14537334999999,,-56.14537334999999,-56.14537334999999
592,KEY,KeyBank,buy,2.182426,22.91,50.0,0.0,12/12/2021,12/13/2021,Active,2.0,11/30/2021,n/a,3.0,4.369059,0.0,4.369059,100.0,0.0,100.0,22.89057874018181,22.888223757106505,0.0,0.0,,-2.0828757800000037,0.0
593,TOST,Toast,sell,2.028128,36.98,75.0,0.0,12/12/2021,12/13/2021,Active,2.0,11/10/2021,n/a,4.0,6.692442,2.028128,4.664313999999999,310.0,75.0,235.0,46.32147520441716,50.382542856248534,36.98,-18.945707423384178,,-7.300079643384192,-18.945707423384178
594,PUBM,PubMatic,buy,0.65277,38.3,25.0,0.0,12/12/2021,12/13/2021,Active,3.0,11/24/2021,n/a,4.0,2.480267,0.0,2.480267,100.0,0.0,100.0,40.318247797515355,40.31823993142674,0.0,0.0,,41.35401678000001,0.0
595,PYPL,PayPal,sell,0.960886,187.33,180.0,0.0,12/12/2021,12/13/2021,Active,2.0,11/9/2021,n/a,5.0,2.794847,0.960886,1.833961,568.6,180.0,388.6,203.44631303967623,211.89109255867493,187.33,-15.48593957144232,,121.23406042855765,-15.48593957144232
